会話ID,話者ID,話者ラベル,話者ID改,音声ファイル名
T005_004,T005_019,IC05_山岡,T005_019,T005_004_IC05.wav
T005_004,T005_020,IC08_辻本,T005_020,T005_004_IC08.wav
T005_004,T005_021,IC06_宮沢,T005_021,T005_004_IC06.wav
T005_004,T005_022,IC07_松山,T005_022,T005_004_IC07.wav
T005_004,T005_023,IC01_和田,T005_023,T005_004_IC01.wav
T005_005,T005,IC06_永井,T005_000,T005_005_IC06.wav
T005_005,T005_025,IC05_川田,T005_025,T005_005_IC05.wav
T005_005,T005_026,IC04_玉塚,T005_026,T005_005_IC04.wav
T005_005,T005_027,IC01_本田,T005_027,T005_005_IC01.wav
T005_005,T005_028,IC03_江口正和,T005_028,T005_005_IC03.wav
T005_005,T005_029,IC02_江口しげ子,T005_029,T005_005_IC02.wav
T005_005,T005_076,Z106_店員,T005_076,--
T005_006,T005,IC03_永井,T005_000,T005_006_IC03.wav
T005_006,T005_008,IC02_まみこ,T005_008,T005_006_IC02.wav
T005_006,T005_030,IC01_長谷川,T005_030,T005_006_IC01.wav
T005_007,T005,IC07_永井,T005_000,T005_007_IC07.wav
T005_007,T005_008,IC05_まみこ,T005_008,T005_007_IC05.wav
T005_007,T005_009,IC06_かお,T005_009,T005_007_IC06.wav
T005_007,T005_031,IC01_雅弘,T005_031,T005_007_IC01.wav
T005_007,T005_032,IC02_ゆかり,T005_032,T005_007_IC02.wav
T005_007,T005_033,IC04_あき,T005_033,T005_007_IC04.wav
T005_007,T005_034,IC03_まさ,T005_034,T005_007_IC03.wav
T005_007,T005_072,Z102_姉,T005_072,--
T005_008,T005,IC03_永井,T005_000,T005_008_IC03.wav
T005_008,T005_035,IC02_岡村,T005_035,T005_008_IC02.wav
T005_008,T005_036,IC01_中田,T005_036,T005_008_IC01.wav
T005_008,T005_077,Z101_店員,T005_077,--
T005_008,T005_078,Z202_店員,T005_078,--
T005_009,T005,IC12_永井,T005_000,T005_009_IC12.wav
T005_009,T005_037,IC01_坂口靖夫,T005_037,T005_009_IC01.wav
T005_009,T005_038,IC02_植村,T005_038,T005_009_IC02.wav
T005_009,T005_039,IC03_今村,T005_039,T005_009_IC03.wav
T005_009,T005_040,IC04_安井,T005_040,T005_009_IC04.wav
T005_009,T005_041,IC05_坂口正明,T005_041,T005_009_IC05.wav
T005_009,T005_042,IC06_永野,T005_042,T005_009_IC06.wav
T005_009,T005_043,IC07_岡部,T005_043,T005_009_IC07.wav
T005_009,T005_044,IC08_中山,T005_044,T005_009_IC08.wav
T005_009,T005_045,IC09_島村,T005_045,T005_009_IC09.wav
T005_009,T005_046,IC10_三上,T005_046,T005_009_IC10.wav
T005_009,T005_047,IC11_遠藤,T005_047,T005_009_IC11.wav
T005_010,T005,IC06_永井,T005_000,T005_010_IC06.wav
T005_010,T005_010,IC03_西原,T005_010,T005_010_IC03.wav
T005_010,T005_012,IC02_平川,T005_012,T005_010_IC02.wav
T005_010,T005_014,IC07_あさこ,T005_014,T005_010_IC07.wav
T005_010,T005_015,IC04_高橋,T005_015,T005_010_IC04.wav
T005_010,T005_048,IC05_須田,T005_048,T005_010_IC05.wav
T005_010,T005_049,IC01_なおき,T005_049,T005_010_IC01.wav
T005_010,T005_073,Z10A_店員,T005_073,--
T005_011a,T005,IC03_永井,T005_000,T005_011a_IC03.wav
T005_011a,T005_003,IC01_新井,T005_003,T005_011a_IC01.wav
T005_011a,T005_006,IC02_亀山,T005_006,T005_011a_IC02.wav
T005_011a,T005_074,Z10A_店員,T005_074,--
T005_011a,T005_075,Z20A_店員,T005_075,--
T005_011b,T005,IC03_永井,T005_000,T005_011b_IC03.wav
T005_011b,T005_003,IC01_新井,T005_003,T005_011b_IC01.wav
T005_011b,T005_006,IC02_亀山,T005_006,T005_011b_IC02.wav
T005_011b,T005_074,Z10A_店員,T005_074,--
T005_012,T005,IC03_永井,T005_000,T005_012_IC03.wav
T005_012,T005_050,IC01_有村,T005_050,T005_012_IC01.wav
T005_012,T005_051,IC02_上田,T005_051,T005_012_IC02.wav
T005_012,T005_079,Z101_店員,T005_079,--
T005_012,T005_080,Z201_店員,T005_080,--
T005_013,T005,IC11_永井,T005_000,T005_013_IC11.wav
T005_013,T005_052,IC01_石橋,T005_052,T005_013_IC01.wav
T005_013,T005_053,IC02_横田,T005_053,T005_013_IC02.wav
T005_013,T005_054,IC03_山川,T005_054,T005_013_IC03.wav
T005_013,T005_055,IC04_飯島,T005_055,T005_013_IC04.wav
T005_013,T005_056,IC05_松浦,T005_056,T005_013_IC05.wav
T005_013,T005_057,IC06_下村,T005_057,T005_013_IC06.wav
T005_013,T005_058,IC07_須藤,T005_058,T005_013_IC07.wav
T005_013,T005_059,IC08_三好,T005_059,T005_013_IC08.wav
T005_013,T005_060,IC09_酒井,T005_060,T005_013_IC09.wav
T005_013,T005_061,IC10_金子,T005_061,T005_013_IC10.wav
T005_013,T005_062,IC12_川崎,T005_062,T005_013_IC12.wav
T005_013,T005_063,IC13_大野,T005_063,T005_013_IC13.wav
T005_013,T005_064,IC14_篠原,T005_064,T005_013_IC14.wav
T005_013,T005_065,IC15_宮川,T005_065,T005_013_IC15.wav
T005_013,T005_081,Z10A_女性,T005_081,--
T005_019,T005,IC12_永井,T005_000,T005_019_IC12.wav
T005_019,T005_052,IC01_石橋,T005_052,T005_019_IC01.wav
T005_019,T005_053,IC02_横田,T005_053,T005_019_IC02.wav
T005_019,T005_054,IC03_山川,T005_054,T005_019_IC03.wav
T005_019,T005_055,IC05_飯島,T005_055,T005_019_IC05.wav
T005_019,T005_056,IC06_松浦,T005_056,T005_019_IC06.wav
T005_019,T005_057,IC07_下村,T005_057,T005_019_IC07.wav
T005_019,T005_058,IC08_須藤,T005_058,T005_019_IC08.wav
T005_019,T005_059,IC09_三好,T005_059,T005_019_IC09.wav
T005_019,T005_060,IC10_酒井,T005_060,T005_019_IC10.wav
T005_019,T005_061,IC11_金子,T005_061,T005_019_IC11.wav
T005_019,T005_062,IC13_川崎,T005_062,T005_019_IC13.wav
T005_019,T005_063,IC14_大野,T005_063,T005_019_IC14.wav
T006_001,T006,IC01_尾形,T006_000,T006_001_IC01.wav
T006_001,T006_001,IC02_坂上,T006_001,T006_001_IC02.wav
T006_002,T006,IC01_尾形,T006_000,T006_002_IC01.wav
T006_002,T006_002,IC02_富永,T006_002,T006_002_IC02.wav
T006_002,T006_003,IC03_青木,T006_003,T006_002_IC03.wav
T006_003,T006,IC01_尾形,T006_000,T006_003_IC01.wav
T006_003,T006_004,IC02_根本,T006_004,T006_003_IC02.wav
T006_003,T006_013,Z10A_店員,T006_013,--
T006_004,T006,IC01_尾形,T006_000,T006_004_IC01.wav
T006_004,T006_002,IC02_富永,T006_002,T006_004_IC02.wav
T006_004,T006_003,IC03_青木,T006_003,T006_004_IC03.wav
T006_004,T006_005,IC04_関本,T006_005,T006_004_IC04.wav
T006_004,T006_006,IC05_杉山,T006_006,T006_004_IC05.wav
T006_004,T006_014,Z104_店員,T006_014,--
T006_004,T006_015,Z204_店員,T006_015,--
T006_005,T006,IC01_尾形,T006_000,T006_005_IC01.wav
T006_005,T006_009,IC02_坂本,T006_009,T006_005_IC02.wav
T006_006a,T006,IC01_尾形,T006_000,T006_006a_IC01.wav
T006_006a,T006_007,IC03_菊池,T006_007,T006_006a_IC03.wav
T006_006a,T006_008,IC02_ほっさん,T006_008,T006_006a_IC02.wav
T006_006b,T006,IC01_尾形,T006_000,T006_006b_IC01.wav
T006_006b,T006_007,IC03_菊池,T006_007,T006_006b_IC03.wav
T006_006b,T006_008,IC02_ほっさん,T006_008,T006_006b_IC02.wav
T006_008a,T006,IC01_尾形,T006_000,T006_008a_IC01.wav
T006_008a,T006_010,IC03_金子,T006_010,T006_008a_IC03.wav
T006_008a,T006_011,IC02_古賀,T006_011,T006_008a_IC02.wav
T006_008a,T006_012,IC04_浜田,T006_012,T006_008a_IC04.wav
T006_008a,T006_016,Z104_店員,T006_016,--
T006_008a,T006_017,Z204_店員,T006_017,--
T006_008b,T006,IC01_尾形,T006_000,T006_008b_IC01.wav
T006_008b,T006_010,IC03_金子,T006_010,T006_008b_IC03.wav
T006_008b,T006_011,IC02_古賀,T006_011,T006_008b_IC02.wav
T006_008b,T006_012,IC04_浜田,T006_012,T006_008b_IC04.wav
T006_009,T006,IC01_尾形,T006_000,T006_009_IC01.wav
T006_009,T006_004,IC02_根本,T006_004,T006_009_IC02.wav
T006_009,T006_018,Z10A_店員,T006_018,--
T007_004,T007,IC01_塚田,T007_000,T007_004_IC01.wav
T007_004,T007_005,IC02_誠,T007_005,T007_004_IC02.wav
T007_005a,T007,N10A_塚田,T007_000,--
T007_005a,T007_007,IC02_秀夫,T007_007,T007_005a_IC02.wav
T007_005a,T007_008,IC03_節子,T007_008,T007_005a_IC03.wav
T007_005b,T007,N10A_塚田,T007_000,--
T007_005b,T007_007,IC02_秀夫,T007_007,T007_005b_IC02.wav
T007_005b,T007_008,IC03_節子,T007_008,T007_005b_IC03.wav
T007_006,T007,IC01_塚田,T007_000,T007_006_IC01.wav
T007_006,T007_003,IC04_佳代,T007_003,T007_006_IC04.wav
T007_006,T007_005,IC03_誠,T007_005,T007_006_IC03.wav
T007_007,T007,IC01_塚田,T007_000,T007_007_IC01.wav
T007_007,T007_009,IC07_青木,T007_009,T007_007_IC07.wav
T007_007,T007_010,IC08_田辺,T007_010,T007_007_IC08.wav
T007_007,T007_011,IC04_清水,T007_011,T007_007_IC04.wav
T007_007,T007_012,IC03_小山,T007_012,T007_007_IC03.wav
T007_007,T007_013,IC02_渋谷,T007_013,T007_007_IC02.wav
T007_007,T007_014,IC06_宇野,T007_014,T007_007_IC06.wav
T007_007,T007_015,IC05_栗山,T007_015,T007_007_IC05.wav
T007_007,T007_016,N105_栗山娘,T007_016,--
T007_009,T007,IC01_塚田,T007_000,T007_009_IC01.wav
T007_009,T007_023,IC02_平賀,T007_023,T007_009_IC02.wav
T007_010,T007,IC01_塚田,T007_000,T007_010_IC01.wav
T007_010,T007_001,IC04_芳恵,T007_001,T007_010_IC04.wav
T007_014a,T007,IC01_塚田,T007_000,T007_014a_IC01.wav
T007_014a,T007_001,IC02_芳恵,T007_001,T007_014a_IC02.wav
T007_014a,T007_004,IC04_ゆづき,T007_004,T007_014a_IC04.wav
T007_014a,T007_006,IC03_野口,T007_006,T007_014a_IC03.wav
T007_014a,T007_029,N10A_おかみ,T007_029,--
T007_014b,T007,IC01_塚田,T007_000,T007_014b_IC01.wav
T007_014b,T007_001,IC02_芳恵,T007_001,T007_014b_IC02.wav
T007_014b,T007_004,IC04_ゆづき,T007_004,T007_014b_IC04.wav
T007_014b,T007_006,IC03_野口,T007_006,T007_014b_IC03.wav
T007_014b,T007_029,N10A_おかみ,T007_029,--
T007_014c,T007,IC01_塚田,T007_000,T007_014c_IC01.wav
T007_014c,T007_001,IC02_芳恵,T007_001,T007_014c_IC02.wav
T007_014c,T007_004,IC04_ゆづき,T007_004,T007_014c_IC04.wav
T007_014c,T007_006,IC03_野口,T007_006,T007_014c_IC03.wav
T007_014c,T007_029,N10A_おかみ,T007_029,--
T007_015,T007,IC01_塚田,T007_000,T007_015_IC01.wav
T007_015,T007_004,IC03_ゆづき,T007_004,T007_015_IC03.wav
T007_015,T007_006,IC02_野口,T007_006,T007_015_IC02.wav
T007_016a,T007,IC01_塚田,T007_000,T007_016a_IC01.wav
T007_016a,T007_017,IC02_鬼頭,T007_017,T007_016a_IC02.wav
T007_016b,T007,IC01_塚田,T007_000,T007_016b_IC01.wav
T007_016b,T007_017,IC02_鬼頭,T007_017,T007_016b_IC02.wav
T007_017,T007,IC01_塚田,T007_000,T007_017_IC01.wav
T007_017,T007_009,IC04_青木,T007_009,T007_017_IC04.wav
T007_017,T007_011,IC03_清水,T007_011,T007_017_IC03.wav
T007_017,T007_012,IC02_小山,T007_012,T007_017_IC02.wav
T008_003,T008,IC01_彩香,T008_000,T008_003_IC01.wav
T008_003,T008_001,IC02_康明,T008_001,T008_003_IC02.wav
T008_004,T008,IC01_彩香,T008_000,T008_004_IC01.wav
T008_004,T008_001,IC02_康明,T008_001,T008_004_IC02.wav
T008_005a,T008,IC01_彩香,T008_000,T008_005a_IC01.wav
T008_005a,T008_003,IC03_秀夫,T008_003,T008_005a_IC03.wav
T008_005b,T008,IC01_彩香,T008_000,T008_005b_IC01.wav
T008_005b,T008_003,IC03_秀夫,T008_003,T008_005b_IC03.wav
T008_005c,T008,IC01_彩香,T008_000,T008_005c_IC01.wav
T008_005c,T008_003,IC03_秀夫,T008_003,T008_005c_IC03.wav
T008_006,T008,IC01_彩香,T008_000,T008_006_IC01.wav
T008_006,T008_001,IC02_康明,T008_001,T008_006_IC02.wav
T008_006,T008_002,IC03_忍,T008_002,T008_006_IC03.wav
T008_006,T008_004,IC04_昌弘,T008_004,T008_006_IC04.wav
T008_006,T008_005,IC05_佐穂,T008_005,T008_006_IC05.wav
T008_006,T008_006,IC06_智生,T008_006,T008_006_IC06.wav
T008_006,T008_015,Z106_店員,T008_015,--
T008_008,T008,IC01_彩香,T008_000,T008_008_IC01.wav
T008_008,T008_007,IC03_母,T008_007,T008_008_IC03.wav
T008_009,T008,IC01_彩香,T008_000,T008_009_IC01.wav
T008_009,T008_001,IC02_康明,T008_001,T008_009_IC02.wav
T008_010,T008,IC01_彩香,T008_000,T008_010_IC01.wav
T008_010,T008_008,IC03_恒也,T008_008,T008_010_IC03.wav
T008_010,T008_016,Z10B_店員,T008_016,--
T008_011,T008,IC01_彩香,T008_000,T008_011_IC01.wav
T008_011,T008_003,IC03_秀夫,T008_003,T008_011_IC03.wav
T008_013,T008,IC01_彩香,T008_000,T008_013_IC01.wav
T008_013,T008_001,IC02_康明,T008_001,T008_013_IC02.wav
T008_014a,T008,IC01_彩香,T008_000,T008_014a_IC01.wav
T008_014a,T008_010,IC03_守江,T008_010,T008_014a_IC03.wav
T008_014b,T008,IC01_彩香,T008_000,T008_014b_IC01.wav
T008_014b,T008_010,IC03_守江,T008_010,T008_014b_IC03.wav
T008_017a,T008,IC01_彩香,T008_000,T008_017a_IC01.wav
T008_017a,T008_011,IC03_春菜,T008_011,T008_017a_IC03.wav
T008_017a,T008_012,IC04_琢巳,T008_012,T008_017a_IC04.wav
T008_017b,T008,IC01_彩香,T008_000,T008_017b_IC01.wav
T008_017b,T008_011,IC03_春菜,T008_011,T008_017b_IC03.wav
T008_017b,T008_012,IC04_琢巳,T008_012,T008_017b_IC04.wav
T008_019a,T008,IC01_彩香,T008_000,T008_019a_IC01.wav
T008_019a,T008_013,IC05_江尻,T008_013,T008_019a_IC05.wav
T008_019b,T008,IC01_彩香,T008_000,T008_019b_IC01.wav
T008_019b,T008_013,IC05_江尻,T008_013,T008_019b_IC05.wav
T008_020,T008,IC01_彩香,T008_000,T008_020_IC01.wav
T008_020,T008_001,IC02_康明,T008_001,T008_020_IC02.wav
T008_021,T008,IC01_彩香,T008_000,T008_021_IC01.wav
T008_021,T008_007,IC05_母,T008_007,T008_021_IC05.wav
T008_022a,T008,IC01_彩香,T008_000,T008_022a_IC01.wav
T008_022a,T008_009,IC06_さとる,T008_009,T008_022a_IC06.wav
T008_022b,T008,IC01_彩香,T008_000,T008_022b_IC01.wav
T008_022b,T008_009,IC06_さとる,T008_009,T008_022b_IC06.wav
T008_022c,T008,IC01_彩香,T008_000,T008_022c_IC01.wav
T008_022c,T008_009,IC06_さとる,T008_009,T008_022c_IC06.wav
T009_001,T009,IC01_安藤,T009_000,T009_001_IC01.wav
T009_001,T009_001,IC02_早苗,T009_001,T009_001_IC02.wav
T009_002,T009,IC01_安藤,T009_000,T009_002_IC01.wav
T009_002,T009_002,IC02_桃子,T009_002,T009_002_IC02.wav
T009_003,T009,IC01_安藤,T009_000,T009_003_IC01.wav
T009_003,T009_003,IC02_俊明,T009_003,T009_003_IC02.wav
T009_003,T009_025,Z10A_店員,T009_025,--
T009_004,T009,IC01_安藤,T009_000,T009_004_IC01.wav
T009_004,T009_011,IC02_古川,T009_011,T009_004_IC02.wav
T009_004,T009_012,IC03_片山,T009_012,T009_004_IC03.wav
T009_004,T009_013,IC04_松尾,T009_013,T009_004_IC04.wav
T009_004,T009_014,IC05_浅野,T009_014,T009_004_IC05.wav
T009_005a,T009,IC01_安藤,T009_000,T009_005a_IC01.wav
T009_005a,T009_015,IC02_柚本,T009_015,T009_005a_IC02.wav
T009_005b,T009,IC01_安藤,T009_000,T009_005b_IC01.wav
T009_005b,T009_015,IC02_柚本,T009_015,T009_005b_IC02.wav
T009_006,T009,IC01_安藤,T009_000,T009_006_IC01.wav
T009_006,T009_004,IC02_早川,T009_004,T009_006_IC02.wav
T009_006,T009_005,IC03_笹岡,T009_005,T009_006_IC03.wav
T009_006,T009_006,IC04_富永,T009_006,T009_006_IC04.wav
T009_006,T009_007,IC05_竹中,T009_007,T009_006_IC05.wav
T009_006,T009_008,IC08_根本,T009_008,T009_006_IC08.wav
T009_006,T009_009,IC07_須藤,T009_009,T009_006_IC07.wav
T009_006,T009_010,IC09_広瀬,T009_010,T009_006_IC09.wav
T009_006,T009_016,IC06_望月,T009_016,T009_006_IC06.wav
T009_008a,T009,IC01_安藤,T009_000,T009_008a_IC01.wav
T009_008a,T009_004,IC02_早川,T009_004,T009_008a_IC02.wav
T009_008a,T009_005,IC03_笹岡,T009_005,T009_008a_IC03.wav
T009_008a,T009_006,IC04_富永,T009_006,T009_008a_IC04.wav
T009_008a,T009_007,IC05_竹中,T009_007,T009_008a_IC05.wav
T009_008a,T009_008,IC07_根本,T009_008,T009_008a_IC07.wav
T009_008a,T009_009,IC08_須藤,T009_009,T009_008a_IC08.wav
T009_008a,T009_010,IC09_広瀬,T009_010,T009_008a_IC09.wav
T009_008a,T009_016,IC06_望月,T009_016,T009_008a_IC06.wav
T009_008b,T009,IC01_安藤,T009_000,T009_008b_IC01.wav
T009_008b,T009_004,IC02_早川,T009_004,T009_008b_IC02.wav
T009_008b,T009_005,IC03_笹岡,T009_005,T009_008b_IC03.wav
T009_008b,T009_006,IC04_富永,T009_006,T009_008b_IC04.wav
T009_008b,T009_007,IC05_竹中,T009_007,T009_008b_IC05.wav
T009_008b,T009_008,IC07_根本,T009_008,T009_008b_IC07.wav
T009_008b,T009_009,IC08_須藤,T009_009,T009_008b_IC08.wav
T009_008b,T009_010,IC09_広瀬,T009_010,T009_008b_IC09.wav
T009_008b,T009_016,IC06_望月,T009_016,T009_008b_IC06.wav
T009_010,T009,IC01_安藤,T009_000,T009_010_IC01.wav
T009_010,T009_001,IC04_早苗,T009_001,T009_010_IC04.wav
T009_010,T009_002,IC03_桃子,T009_002,T009_010_IC03.wav
T009_010,T009_017,IC02_圭吾,T009_017,T009_010_IC02.wav
T009_011a,T009,IC01_安藤,T009_000,T009_011a_IC01.wav
T009_011a,T009_011,IC02_古川,T009_011,T009_011a_IC02.wav
T009_011a,T009_012,IC04_片山,T009_012,T009_011a_IC04.wav
T009_011a,T009_013,IC03_松尾,T009_013,T009_011a_IC03.wav
T009_011a,T009_026,Z10A_店員,T009_026,--
T009_011b,T009,IC01_安藤,T009_000,T009_011b_IC01.wav
T009_011b,T009_011,IC02_古川,T009_011,T009_011b_IC02.wav
T009_011b,T009_012,IC04_片山,T009_012,T009_011b_IC04.wav
T009_011b,T009_013,IC03_松尾,T009_013,T009_011b_IC03.wav
T009_014a,T009,IC01_安藤,T009_000,T009_014a_IC01.wav
T009_014a,T009_003,IC02_俊明,T009_003,T009_014a_IC02.wav
T009_014a,T009_015,IC03_柚本,T009_015,T009_014a_IC03.wav
T009_014a,T009_018,IC04_秀太,T009_018,T009_014a_IC04.wav
T009_014b,T009,IC01_安藤,T009_000,T009_014b_IC01.wav
T009_014b,T009_003,IC02_俊明,T009_003,T009_014b_IC02.wav
T009_014b,T009_015,IC03_柚本,T009_015,T009_014b_IC03.wav
T009_014b,T009_018,IC04_秀太,T009_018,T009_014b_IC04.wav
T009_014b,T009_027,Z10B_店員,T009_027,--
T009_015,T009,IC01_安藤,T009_000,T009_015_IC01.wav
T009_015,T009_002,IC02_桃子,T009_002,T009_015_IC02.wav
T009_015,T009_028,Z10B_店員,T009_028,--
T009_017,T009,IC01_安藤,T009_000,T009_017_IC01.wav
T009_017,T009_003,IC02_俊明,T009_003,T009_017_IC02.wav
T009_018,T009,IC01_安藤,T009_000,T009_018_IC01.wav
T009_018,T009_002,N10A_桃子,T009_002,--
T009_018,T009_017,IC02_圭吾,T009_017,T009_018_IC02.wav
T009_020,T009,IC01_安藤,T009_000,T009_020_IC01.wav
T009_020,T009_001,IC04_早苗,T009_001,T009_020_IC04.wav
T009_020,T009_002,IC02_桃子,T009_002,T009_020_IC02.wav
T009_020,T009_017,IC03_圭吾,T009_017,T009_020_IC03.wav
T009_020,T009_021,IC05_圭一,T009_021,T009_020_IC05.wav
T009_020,T009_022,IC06_鈴子,T009_022,T009_020_IC06.wav
T009_021a,T009,IC01_安藤,T009_000,T009_021a_IC01.wav
T009_021a,T009_023,IC02_若菜,T009_023,T009_021a_IC02.wav
T009_021b,T009,IC01_安藤,T009_000,T009_021b_IC01.wav
T009_021b,T009_023,IC02_若菜,T009_023,T009_021b_IC02.wav
T009_022,T009,IC01_安藤,T009_000,T009_022_IC01.wav
T009_022,T009_024,IC02_岩本,T009_024,T009_022_IC02.wav
T009_022,T009_029,Z101_店長,T009_029,--
T009_022,T009_030,Z201_客,T009_030,--
T009_022,T009_031,Z302_客,T009_031,--
T010_002a,T010,IC01_徹,T010_000,T010_002a_IC01.wav
T010_002a,T010_001,IC02_サブ,T010_001,T010_002a_IC02.wav
T010_002b,T010,IC01_徹,T010_000,T010_002b_IC01.wav
T010_002b,T010_001,IC02_サブ,T010_001,T010_002b_IC02.wav
T010_003,T010,IC01_徹,T010_000,T010_003_IC01.wav
T010_003,T010_001,IC02_サブ,T010_001,T010_003_IC02.wav
T010_003,T010_002,IC03_准,T010_002,T010_003_IC03.wav
T010_004,T010,IC01_徹,T010_000,T010_004_IC01.wav
T010_004,T010_003,IC03_龍之介,T010_003,T010_004_IC03.wav
T010_004,T010_004,IC02_大場,T010_004,T010_004_IC02.wav
T010_005,T010,IC01_徹,T010_000,T010_005_IC01.wav
T010_005,T010_005,IC02_辺見,T010_005,T010_005_IC02.wav
T010_006a,T010,IC01_徹,T010_000,T010_006a_IC01.wav
T010_006a,T010_001,IC04_サブ,T010_001,T010_006a_IC04.wav
T010_006a,T010_002,IC03_准,T010_002,T010_006a_IC03.wav
T010_006a,T010_006,IC02_そう,T010_006,T010_006a_IC02.wav
T010_006b,T010,IC01_徹,T010_000,T010_006b_IC01.wav
T010_006b,T010_001,IC04_サブ,T010_001,T010_006b_IC04.wav
T010_006b,T010_002,IC03_准,T010_002,T010_006b_IC03.wav
T010_006b,T010_006,IC02_そう,T010_006,T010_006b_IC02.wav
T010_007,T010,IC01_徹,T010_000,T010_007_IC01.wav
T010_007,T010_007,IC02_大槻,T010_007,T010_007_IC02.wav
T010_007,T010_010,Z102_店員,T010_010,--
T010_007,T010_011,Z202_店員,T010_011,--
T010_009,T010,IC01_徹,T010_000,T010_009_IC01.wav
T010_009,T010_008,IC02_石塚,T010_008,T010_009_IC02.wav
T010_013,T010,IC01_徹,T010_000,T010_013_IC01.wav
T010_013,T010_009,IC02_神崎,T010_009,T010_013_IC02.wav
T011_005,T011,IC01_佐竹,T011_000,T011_005_IC01.wav
T011_005,T011_001,IC02_パパ,T011_001,T011_005_IC02.wav
T011_005,T011_002,IC03_清隆,T011_002,T011_005_IC03.wav
T011_005,T011_003,IC04_翔真,T011_003,T011_005_IC04.wav
T011_007,T011,IC01_佐竹,T011_000,T011_007_IC01.wav
T011_007,T011_004,IC06_弓絵,T011_004,T011_007_IC06.wav
T011_007,T011_005,IC05_咲乃,T011_005,T011_007_IC05.wav
T011_007,T011_020,Z101_店員,T011_020,--
T011_008,T011,IC01_佐竹,T011_000,T011_008_IC01.wav
T011_008,T011_001,IC02_パパ,T011_001,T011_008_IC02.wav
T011_008,T011_002,IC03_清隆,T011_002,T011_008_IC03.wav
T011_008,T011_003,IC04_翔真,T011_003,T011_008_IC04.wav
T011_009,T011,IC01_佐竹,T011_000,T011_009_IC01.wav
T011_009,T011_001,IC02_パパ,T011_001,T011_009_IC02.wav
T011_009,T011_003,IC04_翔真,T011_003,T011_009_IC04.wav
T011_012,T011,IC01_佐竹,T011_000,T011_012_IC01.wav
T011_012,T011_001,IC02_パパ,T011_001,T011_012_IC02.wav
T011_012,T011_002,IC03_清隆,T011_002,T011_012_IC03.wav
T011_012,T011_003,IC04_翔真,T011_003,T011_012_IC04.wav
T011_013,T011,IC01_佐竹,T011_000,T011_013_IC01.wav
T011_013,T011_001,IC02_パパ,T011_001,T011_013_IC02.wav
T011_013,T011_002,IC03_清隆,T011_002,T011_013_IC03.wav
T011_013,T011_003,IC04_翔真,T011_003,T011_013_IC04.wav
T011_014,T011,IC01_佐竹,T011_000,T011_014_IC01.wav
T011_014,T011_001,IC05_パパ,T011_001,T011_014_IC05.wav
T011_014,T011_002,N20A_清隆,T011_002,--
T011_014,T011_003,N40A_翔真,T011_003,--
T011_014,T011_006,IC06_英子,T011_006,T011_014_IC06.wav
T011_014,T011_007,IC02_太一,T011_007,T011_014_IC02.wav
T011_014,T011_008,IC03_良明,T011_008,T011_014_IC03.wav
T011_014,T011_009,IC04_義父,T011_009,T011_014_IC04.wav
T011_014,T011_010,N605_瑠花,T011_010,--
T011_014,T011_011,N50A_悠人,T011_011,--
T011_014,T011_012,N30A_麻里,T011_012,--
T011_014,T011_013,N10A_義母,T011_013,--
T011_015,T011,IC01_佐竹,T011_000,T011_015_IC01.wav
T011_015,T011_001,IC02_パパ,T011_001,T011_015_IC02.wav
T011_015,T011_002,IC03_清隆,T011_002,T011_015_IC03.wav
T011_015,T011_003,IC04_翔真,T011_003,T011_015_IC04.wav
T011_017,T011,IC01_佐竹,T011_000,T011_017_IC01.wav
T011_017,T011_014,IC04_武井,T011_014,T011_017_IC04.wav
T011_017,T011_015,IC05_小川,T011_015,T011_017_IC05.wav
T011_017,T011_016,IC03_高木,T011_016,T011_017_IC03.wav
T011_017,T011_017,IC02_矢口,T011_017,T011_017_IC02.wav
T011_017,T011_021,Z10A_店員,T011_021,--
T011_017,T011_022,Z20A_店員,T011_022,--
T011_019,T011,IC01_佐竹,T011_000,T011_019_IC01.wav
T011_019,T011_002,IC03_清隆,T011_002,T011_019_IC03.wav
T011_019,T011_018,IC02_早人,T011_018,T011_019_IC02.wav
T011_019,T011_019,IC04_島田,T011_019,T011_019_IC04.wav
T011_019,T011_023,Z10A_店員,T011_023,--
T013_001,T013,IC01_溝口,T013_000,T013_001_IC01.wav
T013_001,T013_001,IC02_妻,T013_001,T013_001_IC02.wav
T013_003,T013,IC01_溝口,T013_000,T013_003_IC01.wav
T013_003,T013_001,IC02_妻,T013_001,T013_003_IC02.wav
T013_004,T013,IC01_溝口,T013_000,T013_004_IC01.wav
T013_004,T013_002,IC03_真由美,T013_002,T013_004_IC03.wav
T013_004,T013_003,IC02_田辺,T013_003,T013_004_IC02.wav
T013_004,T013_004,IC04_内山,T013_004,T013_004_IC04.wav
T013_004,T013_031,Z10A_同僚,T013_031,--
T013_005,T013,IC01_溝口,T013_000,T013_005_IC01.wav
T013_005,T013_001,IC02_妻,T013_001,T013_005_IC02.wav
T013_006,T013,IC01_溝口,T013_000,T013_006_IC01.wav
T013_006,T013_005,IC02_須賀,T013_005,T013_006_IC02.wav
T013_006,T013_006,IC03_中島,T013_006,T013_006_IC03.wav
T013_006,T013_007,IC04_草野,T013_007,T013_006_IC04.wav
T013_006,T013_008,IC05_石井,T013_008,T013_006_IC05.wav
T013_006,T013_009,IC06_斉藤,T013_009,T013_006_IC06.wav
